transaction_sk,currency,transaction_type,transaction_status,topup_method,transaction_date
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-15 06:48:18.128241
0975bfe41a48,USD,withdrawal,Pending,Paypal,2025-04-24 11:01:53.838458
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-15 04:42:08.168397
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-02-19 01:38:53.013182
a717f9005356,KES,D,Failed,Cash Desk,2025-03-05 04:00:56.065518
75c8e7b3830b,UGX,D,Failed,Mpesa,2025-02-05 16:00:36.043093
d06d69bb5379,TZSH,Deposit ,Completed,Cash Desk,2025-04-17 17:47:30.101671
d59b6dbd034c,RF, Withdrawal ,Failed,Bank Transfer,2025-02-26 23:56:54.422055
dad507c13108,KES,withdrawal,Pending,Mpesa,2025-04-27 01:44:58.042191
aff53b34b976,UGX,withdrawal,Pending,Cash Desk,2025-04-17 01:28:43.574090
58f5d528a073,TZSH,D,Failed,Bank Transfer,2025-02-13 06:24:05.183676
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-04-14 20:05:08.142289
c5ca2d3a2884,KSH,withdrawal,Pending,Cash Desk,2025-04-19 16:58:42.658431
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-03-01 08:39:05.971051
6be9314a9b6c,TZSH,withdrawal,Failed,Bank Transfer,2025-02-13 09:19:09.045811
b82941fc9005,RF,Deposit ,Failed,Paypal,2025-02-14 01:10:50.281274
6189f0695574,KS,D,Failed,Mpesa,2025-02-24 02:12:29.117621
e85f0bab05d8,USH,D,Failed,Bank Transfer,2025-02-18 15:30:28.170844
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-28 10:32:39.543413
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-02-09 22:08:10.443814
0dbc9947f420,KES, Withdrawal ,Failed,Cash Desk,2025-04-11 11:22:56.874366
e4bc4b23e390,UGSH,D,Failed,Cash Desk,2025-03-06 00:51:56.873549
201051cf708c,USD,withdrawal,Failed,Paypal,2025-02-09 06:43:17.848288
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-04 23:42:17.795816
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-14 19:00:52.874745
b4048eab9015,UGX,W,Failed,Mpesa,2025-03-12 15:32:15.351860
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-03-09 04:37:20.159244
bd26930ccc7b,RWF,D,Failed,Cash Desk,2025-03-17 04:31:19.438441
634cb0e58601,USD,W,Pending,Mpesa,2025-04-15 04:55:56.620371
0728f5969493,USD,Deposit ,Completed,Paypal,2025-04-24 11:42:04.736993
576b42d85ed6,TZS, Withdrawal ,Failed,Paypal,2025-02-10 19:02:28.248188
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-03 09:08:40.782078
6b7dcbf71970,KS,Deposit ,Failed,Mpesa,2025-04-03 19:04:06.189085
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-28 07:28:24.693045
037c22d50024,TZSH,W,Failed,Cash Desk,2025-02-07 14:17:35.605350
0d48d1488a86,USD,W,Failed,Paypal,2025-04-10 06:19:36.201199
01a9dcf4a378,KSH,deposit,Completed,Mpesa,2025-04-15 21:14:36.753061
ef689eb8897a,UGSH,withdrawal,Failed,Bank Transfer,2025-02-16 13:09:46.157217
bfa31062e788,TZS,Deposit ,Pending,Mpesa,2025-04-17 23:11:32.576096
6ef75816bad9,RWF,D,Pending,Mpesa,2025-04-21 17:38:49.202377
932f0aa80bac,KES,Deposit ,Failed,Paypal,2025-03-17 13:56:41.474500
2a2b4e0dcca1,USH,W,Failed,Bank Transfer,2025-02-10 14:40:33.262412
87bb7f96686b,USD,D,Completed,Cash Desk,2025-04-18 16:29:57.929736
636aa734b379,RF,deposit,Failed,Bank Transfer,2025-03-04 05:24:17.039817
a717f9005356,KES,D,Failed,Cash Desk,2025-03-27 19:29:18.143193
0d48d1488a86,USD,W,Failed,Paypal,2025-04-01 20:30:39.591115
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-02-15 05:34:49.038719
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-19 01:23:59.003352
bea1bf423a7a,KSH,D,Failed,Cash Desk,2025-03-20 14:53:32.075798
6dc37aa328fa,USH,Deposit ,Failed,Paypal,2025-02-14 07:06:48.280925
c8dfad9d09bf,TZSH,W,Failed,Bank Transfer,2025-03-15 11:58:51.577823
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-02-11 03:07:30.219235
2731ee0006ed,KES,Deposit ,Failed,Bank Transfer,2025-03-13 09:57:15.149401
634cb0e58601,USD,W,Pending,Mpesa,2025-04-21 18:49:32.129423
c8dfad9d09bf,TZSH,W,Failed,Bank Transfer,2025-04-12 10:41:00.048258
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-03-11 15:25:41.556138
fea4df2d4869,KSH,Deposit ,Failed,Paypal,2025-03-30 01:51:17.060168
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-03-29 19:52:45.810952
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-04-07 04:22:25.361747
87fd0c444f2a,RWF,W,Failed,Cash Desk,2025-03-12 01:03:15.269966
128ab29f3087,KES,W,Failed,Bank Transfer,2025-02-03 17:31:32.617906
edc1962906b1,UGX,withdrawal,Failed,Cash Desk,2025-03-03 05:17:35.158123
9e9bb4684c55,TZS,D,Failed,Mpesa,2025-04-10 04:30:42.287598
0d48d1488a86,USD,W,Failed,Paypal,2025-03-28 02:36:06.800672
526ad7451456,KSH,D,Failed,Bank Transfer,2025-03-29 02:26:19.367074
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-02-08 15:29:39.522181
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-05 00:30:23.770073
532a4ff7f1d6,RWF,W,Pending,Paypal,2025-04-20 06:55:14.388176
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-03-24 18:23:40.147076
c0ec1d4d1033,UGSH,deposit,Failed,PayPal,2025-03-03 05:38:59.324956
aed4fcdce4bc,TSH,Deposit ,Pending,Mpesa,2025-04-23 16:06:09.929146
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-02-12 05:08:28.557701
9d45f46f45b7,KSH, Withdrawal ,Failed,Mpesa,2025-03-28 11:11:09.663874
dbd56ff64c4c,UGSH,W,Failed,Bank Transfer,2025-03-24 02:45:04.801490
9e9bb4684c55,TZS,D,Failed,Mpesa,2025-03-03 18:59:09.846946
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-03-19 23:54:53.724176
b79f221d03ca,KS,W,Failed,Paypal,2025-02-23 06:54:30.325727
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-04-14 07:13:22.886388
3cd40c008adf,TSH,W,Completed,Bank Transfer,2025-04-28 07:27:13.152919
cfc90028b38c,RWF, Withdrawal ,Failed,Bank Transfer,2025-04-08 21:30:53.962035
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-05 06:12:27.896963
b8cb1bcfc0e2,UGSH,withdrawal,Completed,Mpesa,2025-04-28 13:42:46.455158
c303b5089a7f,TZSH,Deposit ,Completed,Mpesa,2025-04-22 16:43:37.828212
73324d3f3751,USD, Withdrawal ,Pending,Paypal,2025-04-26 00:46:04.207426
1a8988b5e6f7,KES,Deposit ,Failed,Mpesa,2025-03-19 12:55:07.593767
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-03-24 07:28:36.347285
67e530ca0bb6,USD,D,Failed,Mpesa,2025-03-26 14:39:06.424498
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-03-08 13:43:59.288399
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-04-05 15:22:33.122586
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-02-24 04:53:26.629796
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-04-11 05:00:31.789841
3d69398df494,RF,W,Failed,Mpesa,2025-02-15 21:29:27.226937
48ab91377b56,USD,withdrawal,Completed,Paypal,2025-04-19 03:30:59.317159
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-15 14:26:26.178362
b4c1bebd9d2f,TZSH,D,Failed,Mpesa,2025-04-07 13:03:38.211810
9895b982b15c,RWF,W,Failed,Paypal,2025-03-30 03:03:45.591302
30466a3f30ac,KES,withdrawal,Completed,Mpesa,2025-04-17 21:48:55.471644
201051cf708c,USD,withdrawal,Failed,Paypal,2025-03-28 07:55:50.938937
7ded5721e6f8,TZSH,deposit,Failed,Cash Desk,2025-04-06 18:29:07.990852
8b172ea1547d,RWF,Deposit ,Failed,Paypal,2025-04-10 20:40:36.686423
a73c061de588,KES,withdrawal,Failed,Cash Desk,2025-03-08 13:14:54.184184
e85f0bab05d8,USH,D,Failed,Bank Transfer,2025-02-12 12:28:31.872703
d7e561334c45,TSH,W,Failed,Bank Transfer,2025-04-08 12:16:53.512743
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-02-22 11:31:50.589669
925548a58c83,USD,Deposit ,Pending,Cash Desk,2025-04-28 12:22:01.921633
3c6cbbb5a5c4,USH,W,Completed,Cash Desk,2025-04-21 09:57:48.396389
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-03-14 18:34:18.493706
0409187369d7,RWF,deposit,Failed,Cash Desk,2025-03-06 09:43:55.238017
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-25 05:54:19.146757
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-20 01:48:53.753759
1ecfcbe2494c,TZSH,deposit,Failed,Card Payment,2025-02-23 07:33:55.084253
8a6c21e0926c,RF,Deposit ,Failed,Bank Transfer,2025-02-28 03:53:45.926808
a8864932e68d,KSH,W,Failed,Cash Desk,2025-03-22 08:12:25.298240
137866c44cc8,USD,W,Pending,Paypal,2025-04-23 20:49:40.186578
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-03-02 02:15:00.037717
8ea2b30881d6,RWF, Withdrawal ,Failed,Cash Desk,2025-03-10 15:35:41.734941
f550a92729bb,KS, Withdrawal ,Failed,Mpesa,2025-04-07 13:31:14.367327
01967f26ced5,UGSH,withdrawal,Failed,Mpesa,2025-02-19 03:04:05.564743
9d62deca81a8,TZS,D,Failed,Cash Desk,2025-03-12 01:54:06.377957
87fd0c444f2a,RWF,W,Failed,Cash Desk,2025-03-13 04:44:11.137914
f550a92729bb,KS, Withdrawal ,Failed,Mpesa,2025-02-19 22:39:50.113776
2f18c508e98a,USD,Deposit ,Completed,Bank Transfer,2025-04-21 11:12:24.048897
ab637323e89f,TZSH,withdrawal,Failed,Paypal,2025-04-12 04:01:38.963882
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-02-06 00:41:38.154311
f9b7845db9b5,KES, Withdrawal ,Pending,Paypal,2025-04-16 12:48:37.361142
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-03-19 02:22:12.166325
ab637323e89f,TZSH,withdrawal,Failed,Paypal,2025-03-10 03:04:23.073334
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-03-12 00:43:22.822226
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-05 01:53:08.922557
d08bdc19bc26,UGSH, Withdrawal ,Failed,Mpesa,2025-03-06 19:14:38.113361
0d9affe4896c,TSH,withdrawal,Failed,Bank Transfer,2025-02-17 10:37:35.326704
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-04-14 19:34:27.371009
b3c9697c108f,KES, Withdrawal ,Failed,Bank Transfer,2025-02-09 16:27:46.892399
ef689eb8897a,UGSH,withdrawal,Failed,Bank Transfer,2025-03-11 18:28:42.492563
af8649b71767,TZS,D,Pending,Bank Transfer,2025-04-27 17:12:57.040938
bf6dba03bbb9,RWF, Withdrawal ,Failed,Paypal,2025-02-07 09:13:09.383118
968f4700418f,KSH, Withdrawal ,Failed,Paypal,2025-03-19 11:01:59.714659
27a558816643,USH,Deposit ,Failed,Cash Desk,2025-02-08 21:56:27.840197
a9be5ebc8148,TZS, Withdrawal ,Failed,Bank Transfer,2025-04-12 22:25:33.496852
ae4dc6017db9,RWF, Withdrawal ,Failed,Mpesa,2025-02-06 22:35:03.144227
1af212880c09,KSH,Deposit ,Failed,Bank Transfer,2025-04-09 04:23:34.231847
3e364c71d5b4,UGSH,Deposit ,Failed,Bank Transfer,2025-04-03 00:41:52.211798
b8536b339457,USD,W,Failed,Mpesa,2025-02-24 02:28:42.026156
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-04-06 13:08:08.600246
49de6387e4b7,KS,D,Failed,Paypal,2025-02-05 10:18:54.088404
f1c4be71bba5,UGX,Deposit ,Failed,Paypal,2025-02-23 00:51:56.891936
f13cfb0b2453,TSH,W,Failed,Mpesa,2025-02-03 14:26:14.573296
a3aa5f8168c6,RF,withdrawal,Failed,Bank Transfer,2025-04-04 00:26:21.961083
921056da457c,KSH,W,Failed,Paypal,2025-02-28 07:01:24.202715
33e98afb6c39,USH,Deposit ,Failed,Mpesa,2025-02-23 00:42:19.991847
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-10 15:04:43.802822
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-24 04:47:57.604629
b6bb8efb32e1,KES,deposit,Failed,PayPal,2025-02-23 15:11:21.296872
d78b592aa958,USH,withdrawal,Failed,Mpesa,2025-04-02 19:53:41.504001
aa0df4bb88c5,TSH,Deposit ,Failed,Paypal,2025-02-22 06:38:21.575939
bf6dba03bbb9,RWF, Withdrawal ,Failed,Paypal,2025-02-19 23:28:34.561396
7386933a29fa,KES,D,Failed,Mpesa,2025-02-08 09:59:36.927188
1ba5b7e138d5,USH,deposit,Failed,Bank Transfer,2025-03-31 20:47:32.856210
c304d180968e,TZS,D,Completed,Mpesa,2025-04-15 16:43:19.924896
29e6e2d61b68,RWF,D,Failed,Bank Transfer,2025-03-16 16:03:27.625625
e7d479712400,KES,withdrawal,Failed,Bank Transfer,2025-03-28 02:51:05.815648
2c614c70f0d5,UGX,D,Failed,Cash Desk,2025-03-03 04:54:26.317163
38a920b1b9eb,USD,D,Completed,Paypal,2025-04-15 19:23:13.885877
4bc1ed7d8c66,RWF,Deposit ,Failed,Mpesa,2025-03-10 06:38:17.746563
7dbdf2e61568,USD,deposit,Completed,Mpesa,2025-04-17 12:35:41.191276
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-04 21:16:41.931497
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-02-20 17:36:07.316733
5a0a4ff1c0d5,RWF,withdrawal,Failed,Cash Desk,2025-02-14 23:50:24.883038
ba2412c415b5,KES,W,Failed,Cash Desk,2025-02-11 01:52:26.803663
82293cbb91e5,UGSH,D,Failed,Bank Transfer,2025-03-07 12:06:04.428867
3e1c4ec6f728,TZS,W,Failed,Bank Transfer,2025-03-30 02:40:05.427816
f0ff8c9598c7,RF,Deposit ,Failed,Cash Desk,2025-04-02 09:27:45.009333
3cce3a698566,KS,W,Failed,Mpesa,2025-04-03 08:27:59.904067
23f9849a5d6a,UGX,Deposit ,Failed,Cash Desk,2025-03-08 23:20:11.661811
aed2a17cf161,TZS,deposit,Failed,PayPal,2025-03-17 00:26:24.027822
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-02-27 22:40:56.157859
964792c55dea,KSH,withdrawal,Failed,Bank Transfer,2025-03-16 21:34:24.708026
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-03-25 19:25:57.342958
fc2b9062abe7,TZSH,W,Failed,Paypal,2025-02-26 20:44:08.977826
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-10 21:02:57.803774
d9b7cb336f05,KS, Withdrawal ,Failed,Paypal,2025-03-09 10:32:38.650353
38a920b1b9eb,USD,D,Completed,Paypal,2025-04-16 17:55:33.988755
fd9db1b760a1,TZS,W,Failed,Cash Desk,2025-04-10 21:06:33.409641
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-02-28 09:35:20.304473
ac117534d657,KES,withdrawal,Failed,Paypal,2025-03-30 13:59:22.330400
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-03-26 00:20:04.708157
7f56d5bc0400,TZSH,W,Completed,Mpesa,2025-04-28 09:35:32.212917
cfc90028b38c,RWF, Withdrawal ,Failed,Bank Transfer,2025-03-20 11:40:34.460739
f2563aba13c9,KS,deposit,Failed,PayPal,2025-03-12 02:16:29.355437
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-02-26 21:32:42.854322
ad4a6a9a95b6,TZS,deposit,Failed,Bank Transfer,2025-03-24 06:02:41.947222
9b01043fc26d,RF,deposit,Failed,PayPal,2025-04-10 05:54:14.775385
2731ee0006ed,KES,Deposit ,Failed,Bank Transfer,2025-02-13 12:07:08.824160
219bd98f220c,USH,D,Failed,Paypal,2025-03-18 14:09:16.032585
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-28 19:21:09.189964
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-08 14:49:51.684156
964792c55dea,KSH,withdrawal,Failed,Bank Transfer,2025-02-26 09:40:25.842036
e34daa9490d0,UGX, Withdrawal ,Failed,Cash Desk,2025-03-22 20:36:31.667385
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-21 22:28:11.021571
d88d682e2b13,RF, Withdrawal ,Pending,Paypal,2025-04-22 12:57:17.048675
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-03-10 21:19:19.894789
61188ef40bab,USH,D,Failed,Cash Desk,2025-02-08 23:32:45.165989
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-27 03:41:04.253772
29e6e2d61b68,RWF,D,Failed,Bank Transfer,2025-03-09 03:34:39.546686
d42b74778d3a,KS,deposit,Failed,Cash Desk,2025-02-28 23:18:26.567329
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-03-02 11:54:04.149373
2d73be03f221,TZS,withdrawal,Failed,Bank Transfer,2025-02-21 18:15:18.484605
73324d3f3751,USD, Withdrawal ,Pending,Paypal,2025-04-17 14:15:46.654154
50209bc29827,KS,deposit,Failed,Card Payment,2025-04-05 14:34:26.784661
01eac648bab4,UGX,W,Failed,Bank Transfer,2025-03-07 06:10:11.615850
26c0d7ec5b97,TZS,withdrawal,Failed,Cash Desk,2025-03-01 14:38:01.940629
cff1ddab8efe,RF,deposit,Failed,Card Payment,2025-04-14 17:29:31.560210
709bc89a98cb,KS,W,Failed,Bank Transfer,2025-03-25 17:58:58.791782
e1c6f34d1386,UGSH,deposit,Failed,Mpesa,2025-03-10 00:49:02.766595
ac3a4d5ff527,TSH,deposit,Failed,PayPal,2025-02-20 16:23:55.222227
4bb4ae50bf59,RWF,deposit,Completed,Mpesa,2025-04-19 09:39:06.811975
21e0bd233aa5,KSH,Deposit ,Failed,Mpesa,2025-02-11 14:01:06.763527
7d68f79ec480,USH,withdrawal,Failed,Bank Transfer,2025-03-11 12:28:57.566107
54bed65ea8e9,TSH,W,Failed,Cash Desk,2025-02-15 16:46:12.297823
b835ad61e9b6,USD,withdrawal,Pending,Mpesa,2025-04-16 12:03:32.008378
f550a92729bb,KS, Withdrawal ,Failed,Mpesa,2025-02-18 18:40:58.275039
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-23 22:54:37.668292
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-03-23 09:46:37.009274
e1dd5cf4138a,RWF,withdrawal,Completed,Mpesa,2025-04-21 08:27:00.315418
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-04-04 06:39:17.282905
7fda5908d768,USD,D,Completed,Mpesa,2025-04-16 14:47:42.049958
2566c5ccdb10,USD,D,Failed,Paypal,2025-02-13 21:57:02.232947
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-03-11 15:38:12.991418
526ad7451456,KSH,D,Failed,Bank Transfer,2025-02-28 21:54:52.951064
e1c6f34d1386,UGSH,deposit,Failed,Mpesa,2025-04-05 15:28:40.497855
2ac993741189,TSH,withdrawal,Failed,Paypal,2025-02-24 03:27:42.356883
4bc1ed7d8c66,RWF,Deposit ,Failed,Mpesa,2025-03-10 00:03:02.790939
a01d545e1739,KS,D,Failed,Bank Transfer,2025-03-06 08:16:18.426449
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-04-13 18:11:28.703289
2d73be03f221,TZS,withdrawal,Failed,Bank Transfer,2025-02-05 06:30:57.496691
0d5bed1a9e00,USD, Withdrawal ,Failed,Paypal,2025-03-06 08:18:46.960905
c32235fcbb16,KES, Withdrawal ,Failed,Paypal,2025-02-13 21:05:10.566229
74ba0d303686,UGSH,Deposit ,Failed,Paypal,2025-03-07 21:53:20.568211
26c0d7ec5b97,TZS,withdrawal,Failed,Cash Desk,2025-02-20 16:46:58.717551
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-08 22:34:33.333459
526ad7451456,KSH,D,Failed,Bank Transfer,2025-03-10 01:59:14.044133
ac161818aec4,UGX,D,Pending,Cash Desk,2025-04-26 17:40:56.270759
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-03-26 01:52:37.570097
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-03-23 04:04:37.813328
6e272cf1277d,KSH,D,Failed,Mpesa,2025-03-18 02:16:15.208364
85a1d99bb7bb,USH,deposit,Completed,Card Payment,2025-04-17 02:36:23.984778
576b42d85ed6,TZS, Withdrawal ,Failed,Paypal,2025-03-14 16:12:28.060034
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-08 15:48:12.202785
d42b74778d3a,KS,deposit,Failed,Cash Desk,2025-02-26 09:19:48.341554
c0ec1d4d1033,UGSH,deposit,Failed,PayPal,2025-04-14 06:10:58.116911
fd41dc60a5ef,TSH,Deposit ,Completed,Bank Transfer,2025-04-16 22:29:24.360180
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-10 22:05:58.770460
99819a3a9fab,USD,D,Failed,Cash Desk,2025-04-04 12:57:30.069393
f1c4be71bba5,UGX,Deposit ,Failed,Paypal,2025-04-04 18:26:37.593282
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-02-22 07:44:46.478548
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-02-27 04:44:18.269174
b6bb8efb32e1,KES,deposit,Failed,PayPal,2025-02-21 02:59:56.089198
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-03-18 18:02:53.080001
aac8c18904d8,TZSH,W,Failed,Mpesa,2025-03-27 06:51:18.345733
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-03-21 20:04:16.911227
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-02-09 00:51:01.799945
86d055a18e0a,UGX, Withdrawal ,Failed,Mpesa,2025-02-10 12:44:47.648877
0d48d1488a86,USD,W,Failed,Paypal,2025-04-12 08:44:13.701847
29e6e2d61b68,RWF,D,Failed,Bank Transfer,2025-02-09 09:20:30.582896
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-11 16:47:15.151173
453a84fe88b1,UGSH,D,Failed,Paypal,2025-02-22 05:14:58.940647
4eba0a05774d,TSH,D,Failed,Mpesa,2025-03-26 11:07:38.886683
658da352c248,RWF,deposit,Pending,Card Payment,2025-04-26 11:58:05.043477
6189f0695574,KS,D,Failed,Mpesa,2025-03-23 03:33:59.806005
d4dbc9057d74,UGSH,withdrawal,Pending,Mpesa,2025-04-21 07:14:20.170186
eb4706b870fa,TZS,Deposit ,Pending,Cash Desk,2025-04-21 10:36:17.938049
83db581dac30,USD,D,Failed,Bank Transfer,2025-02-10 19:28:32.140907
815c19adfba3,KS,withdrawal,Failed,Mpesa,2025-04-10 22:09:28.160830
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-04 05:23:57.009414
42971f64c1b6,USD,Deposit ,Completed,Cash Desk,2025-04-20 09:29:45.050861
0409187369d7,RWF,deposit,Failed,Cash Desk,2025-02-13 16:03:41.320488
4436d74ce573,KS, Withdrawal ,Failed,Bank Transfer,2025-02-11 03:15:43.968179
a83000e701c9,UGX,deposit,Failed,PayPal,2025-02-17 12:39:58.846801
54bed65ea8e9,TSH,W,Failed,Cash Desk,2025-02-13 18:52:27.909339
8b172ea1547d,RWF,Deposit ,Failed,Paypal,2025-04-03 17:52:46.087925
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-14 15:57:50.561345
fd5da293bb89,USH,Deposit ,Pending,Paypal,2025-04-15 05:27:53.288842
bdc143394e54,TZSH,withdrawal,Failed,Cash Desk,2025-03-04 12:28:23.312375
09ca9a38c648,RWF,withdrawal,Pending,Cash Desk,2025-04-23 05:40:01.280680
c8c73f0a0367,KSH, Withdrawal ,Failed,Bank Transfer,2025-03-15 19:47:53.427268
e5d135d335c7,USH, Withdrawal ,Failed,Bank Transfer,2025-03-02 23:15:11.289464
323775fb3b0f,TSH,withdrawal,Failed,Mpesa,2025-03-27 11:56:58.522439
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-03-04 21:16:36.391770
d9b7cb336f05,KS, Withdrawal ,Failed,Paypal,2025-02-25 04:39:36.025432
88a58eaf3db6,USH,Deposit ,Failed,Bank Transfer,2025-04-10 01:39:47.192547
2566c5ccdb10,USD,D,Failed,Paypal,2025-04-12 07:13:07.948338
cddabcffd5c7,RF,D,Failed,Bank Transfer,2025-02-20 21:10:35.071554
564b173c2cfb,KS,withdrawal,Failed,Bank Transfer,2025-04-11 13:03:08.100731
1204a9648ffc,USH, Withdrawal ,Completed,Bank Transfer,2025-04-28 04:19:22.311142
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-03-21 13:15:44.344154
42b094b7f0c1,RF,deposit,Failed,Mpesa,2025-03-20 02:30:11.027303
09422b659ea8,KS,withdrawal,Failed,Cash Desk,2025-02-23 03:15:50.921982
1204a9648ffc,USH, Withdrawal ,Completed,Bank Transfer,2025-04-27 22:40:14.983489
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-04-12 00:50:39.597455
d1ace776b4b9,RF,W,Failed,Paypal,2025-03-18 17:53:05.059926
3cce3a698566,KS,W,Failed,Mpesa,2025-04-02 09:10:50.377113
2566c5ccdb10,USD,D,Failed,Paypal,2025-02-09 05:07:56.225668
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-03-11 12:39:22.134692
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-21 01:08:26.577560
ea5df9883ce1,KES,withdrawal,Failed,Mpesa,2025-03-06 07:49:29.238505
b4b40589beb6,UGX,Deposit ,Failed,Mpesa,2025-03-31 14:27:15.461137
b5b6a57a39e7,TZSH,deposit,Failed,Bank Transfer,2025-04-01 11:11:58.752646
2f18c508e98a,USD,Deposit ,Completed,Bank Transfer,2025-04-15 19:04:06.150697
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-09 18:22:18.078615
becca84f88ba,USH,Deposit ,Completed,Mpesa,2025-04-18 08:14:30.151611
b73efacb58aa,TSH,W,Failed,Paypal,2025-03-04 03:41:20.631827
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-02-27 15:54:30.453615
c214188d69ff,KS,W,Failed,Cash Desk,2025-02-04 19:47:22.881035
a83000e701c9,UGX,deposit,Failed,PayPal,2025-02-16 08:43:42.638200
4c4383674a5f,TZS,withdrawal,Completed,Bank Transfer,2025-04-17 02:27:07.945941
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-04-01 04:01:24.490192
9c862132f553,KSH,W,Failed,Bank Transfer,2025-03-04 23:24:08.221299
